month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,remaining_lease
2015-11,KALLANG/WHAMPOA,5 ROOM,103,AH HOOD RD,01 TO 03,118.0,Improved,1981,667000.0,53 years 6 months
2015-11,KALLANG/WHAMPOA,5 ROOM,103,TOWNER RD,04 TO 06,140.0,Model A-Maisonette,1983,769800.0,55 years 6 months
2015-11,KALLANG/WHAMPOA,5 ROOM,10,JLN BATU,07 TO 09,132.0,Improved,1986,777000.0,58 years 6 months
2015-11,KALLANG/WHAMPOA,EXECUTIVE,10,JLN BATU,07 TO 09,141.0,Apartment,1986,740000.0,58 years 6 months
2015-11,KALLANG/WHAMPOA,EXECUTIVE,48,BENDEMEER RD,10 TO 12,148.0,Apartment,1994,770000.0,66 years 6 months
2015-12,KALLANG/WHAMPOA,2 ROOM,6,BEACH RD,07 TO 09,42.0,Standard,1979,227000.0,51 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,50,DORSET RD,04 TO 06,68.0,New Generation,1979,365000.0,51 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,57,GEYLANG BAHRU,10 TO 12,65.0,Improved,1974,330000.0,46 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,95,GEYLANG BAHRU,04 TO 06,68.0,New Generation,1979,336000.0,51 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,97,GEYLANG BAHRU,13 TO 15,68.0,New Generation,1979,365500.0,51 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,68,GEYLANG BAHRU,07 TO 09,65.0,Improved,1974,320000.0,46 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,68,GEYLANG BAHRU,07 TO 09,65.0,Improved,1974,333000.0,46 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,10,GLOUCESTER RD,04 TO 06,67.0,New Generation,1976,370000.0,48 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,32,JLN BAHAGIA,01 TO 03,56.0,Standard,1971,255000.0,43 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,28,JLN BAHAGIA,01 TO 03,56.0,Standard,1971,255800.0,43 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,2,JLN BATU,04 TO 06,60.0,Standard,1969,322000.0,41 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,2,JLN BATU,04 TO 06,60.0,Standard,1969,328000.0,41 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,4,JLN BATU,07 TO 09,60.0,Standard,1969,330000.0,41 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,2,JLN BATU,01 TO 03,57.0,Standard,1969,278000.0,41 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,59,JLN MA'MOR,01 TO 03,79.0,Terrace,1972,760000.0,44 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,63,KALLANG BAHRU,07 TO 09,65.0,Improved,1974,295000.0,46 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,1,KG KAYU RD,07 TO 09,62.0,Standard,1984,368000.0,56 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,76,LOR LIMAU,07 TO 09,65.0,Improved,1973,290000.0,45 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,76,LOR LIMAU,10 TO 12,65.0,Improved,1973,294000.0,45 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,122,MCNAIR RD,01 TO 03,64.0,Simplified,1987,340000.0,59 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,3,ST. GEORGE'S RD,04 TO 06,59.0,Improved,1976,268000.0,48 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,20,ST. GEORGE'S RD,07 TO 09,67.0,New Generation,1984,355000.0,56 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,93,WHAMPOA DR,10 TO 12,65.0,Improved,1974,348000.0,46 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,74,WHAMPOA DR,07 TO 09,66.0,Improved,1981,310000.0,53 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,93,WHAMPOA DR,01 TO 03,76.0,Improved,1974,330000.0,46 years 6 months
2015-12,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,07 TO 09,68.0,Improved,1972,376000.0,44 years 6 months
2015-12,KALLANG/WHAMPOA,4 ROOM,38A,BENDEMEER RD,13 TO 15,92.0,Model A,2012,695000.0,84 years 6 months
2015-12,KALLANG/WHAMPOA,4 ROOM,38D,BENDEMEER RD,07 TO 09,89.0,Model A,2012,650000.0,84 years 6 months
2015-12,KALLANG/WHAMPOA,4 ROOM,38A,BENDEMEER RD,16 TO 18,92.0,Model A,2012,742000.0,84 years 6 months
2015-12,KALLANG/WHAMPOA,4 ROOM,38D,BENDEMEER RD,04 TO 06,89.0,Model A,2012,628000.0,84 years 6 months
2015-12,KALLANG/WHAMPOA,4 ROOM,22,BOON KENG RD,07 TO 09,88.0,Improved,1974,495000.0,46 years 6 months
2015-12,KALLANG/WHAMPOA,4 ROOM,466,CRAWFORD LANE,07 TO 09,82.0,Improved,1982,540000.0,54 years 6 months
2015-12,KALLANG/WHAMPOA,4 ROOM,114,LOR 3 GEYLANG,04 TO 06,103.0,Model A,1989,501688.0,61 years 6 months
2015-12,KALLANG/WHAMPOA,4 ROOM,13,UPP BOON KENG RD,04 TO 06,100.0,Model A,1999,586000.0,71 years 6 months
2015-12,KALLANG/WHAMPOA,4 ROOM,3B,UPP BOON KENG RD,13 TO 15,90.0,Model A,2006,646000.0,78 years 6 months
2015-12,KALLANG/WHAMPOA,5 ROOM,5,BOON KENG RD,10 TO 12,122.0,Improved,1996,812000.0,68 years 6 months
2015-12,KALLANG/WHAMPOA,5 ROOM,48,DORSET RD,16 TO 18,117.0,Standard,1976,655000.0,48 years 6 months
2015-12,KALLANG/WHAMPOA,5 ROOM,58,GEYLANG BAHRU,07 TO 09,120.0,Improved,2000,660000.0,72 years 6 months
2015-12,KALLANG/WHAMPOA,5 ROOM,17,JLN TENTERAM,16 TO 18,105.0,Improved,2001,594000.0,73 years 6 months
2015-12,KALLANG/WHAMPOA,5 ROOM,19,JLN TENTERAM,25 TO 27,105.0,Improved,2004,608888.0,76 years 6 months
2015-12,KALLANG/WHAMPOA,5 ROOM,807,KING GEORGE'S AVE,22 TO 24,115.0,Improved,1981,789888.0,53 years 6 months
2015-12,KALLANG/WHAMPOA,5 ROOM,3D,UPP BOON KENG RD,25 TO 27,110.0,Improved,2006,908000.0,78 years 6 months
2016-01,KALLANG/WHAMPOA,2 ROOM,7,ST. GEORGE'S LANE,07 TO 09,45.0,Improved,1986,247000.0,58 years 6 months
2016-01,KALLANG/WHAMPOA,3 ROOM,27,JLN BAHAGIA,01 TO 03,56.0,Standard,1970,255000.0,42 years 6 months
2016-01,KALLANG/WHAMPOA,3 ROOM,35,JLN BAHAGIA,04 TO 06,56.0,Standard,1971,270588.0,43 years 6 months
2016-01,KALLANG/WHAMPOA,3 ROOM,75,WHAMPOA DR,07 TO 09,65.0,Improved,1974,275000.0,46 years 6 months
2016-01,KALLANG/WHAMPOA,3 ROOM,72,GEYLANG BAHRU,01 TO 03,59.0,Improved,1974,290000.0,46 years 6 months
2016-01,KALLANG/WHAMPOA,3 ROOM,76,LOR LIMAU,13 TO 15,65.0,Improved,1973,300000.0,45 years 6 months
2016-01,KALLANG/WHAMPOA,3 ROOM,6,JLN BATU,04 TO 06,60.0,Standard,1969,302000.0,41 years 6 months
2016-01,KALLANG/WHAMPOA,3 ROOM,74,WHAMPOA DR,10 TO 12,66.0,Improved,1981,305000.0,53 years 6 months
2016-01,KALLANG/WHAMPOA,3 ROOM,73,GEYLANG BAHRU,07 TO 09,70.0,Improved,1974,355000.0,46 years 6 months
2016-01,KALLANG/WHAMPOA,3 ROOM,44,OWEN RD,01 TO 03,67.0,New Generation,1979,360000.0,51 years 6 months
2016-01,KALLANG/WHAMPOA,3 ROOM,5,ST. GEORGE'S LANE,10 TO 12,68.0,New Generation,1981,363000.0,53 years 6 months
2016-01,KALLANG/WHAMPOA,3 ROOM,462,CRAWFORD LANE,04 TO 06,60.0,Improved,1981,390000.0,53 years 6 months
2016-01,KALLANG/WHAMPOA,3 ROOM,101,TOWNER RD,04 TO 06,74.0,Model A,1983,391000.0,55 years 6 months
2016-01,KALLANG/WHAMPOA,3 ROOM,463,CRAWFORD LANE,19 TO 21,60.0,Improved,1982,420000.0,54 years 6 months
2016-01,KALLANG/WHAMPOA,3 ROOM,5A,UPP BOON KENG RD,04 TO 06,67.0,Model A,2012,480000.0,84 years 6 months
2016-01,KALLANG/WHAMPOA,4 ROOM,107,JLN RAJAH,04 TO 06,103.0,Model A,1984,450000.0,56 years 6 months
2016-01,KALLANG/WHAMPOA,4 ROOM,17,BEACH RD,13 TO 15,77.0,Improved,1975,480000.0,47 years 6 months
2016-01,KALLANG/WHAMPOA,4 ROOM,107,TOWNER RD,01 TO 03,104.0,Model A,1983,510000.0,55 years 6 months
2016-01,KALLANG/WHAMPOA,4 ROOM,114,LOR 3 GEYLANG,07 TO 09,107.0,Model A,1989,522000.0,61 years 6 months
2016-01,KALLANG/WHAMPOA,4 ROOM,466,CRAWFORD LANE,13 TO 15,82.0,Improved,1982,538000.0,54 years 6 months
2016-01,KALLANG/WHAMPOA,4 ROOM,43,CAMBRIDGE RD,01 TO 03,91.0,New Generation,1982,575000.0,54 years 6 months
2016-01,KALLANG/WHAMPOA,4 ROOM,2A,UPP BOON KENG RD,10 TO 12,85.0,Model A,2006,580000.0,78 years 6 months
2016-01,KALLANG/WHAMPOA,4 ROOM,2D,UPP BOON KENG RD,01 TO 03,90.0,Model A,2006,598000.0,78 years 6 months
2016-01,KALLANG/WHAMPOA,4 ROOM,37,CAMBRIDGE RD,04 TO 06,100.0,Model A,1997,639888.0,69 years 6 months
2016-01,KALLANG/WHAMPOA,4 ROOM,2A,UPP BOON KENG RD,10 TO 12,90.0,Model A,2006,654000.0,78 years 6 months
2016-01,KALLANG/WHAMPOA,4 ROOM,3A,UPP BOON KENG RD,19 TO 21,85.0,Model A,2006,670000.0,78 years 6 months
2016-01,KALLANG/WHAMPOA,4 ROOM,2C,UPP BOON KENG RD,25 TO 27,90.0,Model A,2006,720000.0,78 years 6 months
2016-01,KALLANG/WHAMPOA,4 ROOM,38D,BENDEMEER RD,16 TO 18,92.0,Model A,2012,730000.0,84 years 6 months
2016-01,KALLANG/WHAMPOA,5 ROOM,53,GEYLANG BAHRU,19 TO 21,114.0,Standard,1974,580000.0,46 years 6 months
2016-01,KALLANG/WHAMPOA,5 ROOM,101,AH HOOD RD,13 TO 15,118.0,Improved,1981,680000.0,53 years 6 months
2016-01,KALLANG/WHAMPOA,5 ROOM,54,KENT RD,04 TO 06,127.0,Improved,1982,690000.0,54 years 6 months
2016-01,KALLANG/WHAMPOA,5 ROOM,8,BOON KENG RD,22 TO 24,109.0,DBSS,2011,855000.0,83 years 6 months
2016-01,KALLANG/WHAMPOA,EXECUTIVE,106,JLN RAJAH,04 TO 06,150.0,Maisonette,1984,752000.0,56 years 6 months
2016-02,KALLANG/WHAMPOA,3 ROOM,73,GEYLANG BAHRU,01 TO 03,59.0,Improved,1974,270000.0,46 years 6 months
2016-02,KALLANG/WHAMPOA,3 ROOM,97,WHAMPOA DR,01 TO 03,66.0,Improved,1980,283000.0,52 years 6 months
2016-02,KALLANG/WHAMPOA,3 ROOM,3,ST. GEORGE'S RD,10 TO 12,59.0,Improved,1976,290000.0,48 years 6 months
2016-02,KALLANG/WHAMPOA,3 ROOM,98,WHAMPOA DR,07 TO 09,65.0,Improved,1974,295000.0,46 years 6 months
2016-02,KALLANG/WHAMPOA,3 ROOM,2,JLN BATU,01 TO 03,60.0,Standard,1969,296000.0,41 years 6 months
2016-02,KALLANG/WHAMPOA,3 ROOM,75,WHAMPOA DR,04 TO 06,65.0,Improved,1974,310000.0,46 years 6 months
2016-02,KALLANG/WHAMPOA,3 ROOM,98,WHAMPOA DR,16 TO 18,65.0,Improved,1974,323000.0,46 years 6 months
2016-02,KALLANG/WHAMPOA,3 ROOM,57,GEYLANG BAHRU,16 TO 18,65.0,Improved,1974,335000.0,46 years 6 months
2016-02,KALLANG/WHAMPOA,3 ROOM,65,KALLANG BAHRU,07 TO 09,65.0,Improved,1981,336000.0,53 years 6 months
2016-02,KALLANG/WHAMPOA,3 ROOM,11,UPP BOON KENG RD,07 TO 09,65.0,Improved,1974,340000.0,46 years 6 months
2016-02,KALLANG/WHAMPOA,3 ROOM,97,WHAMPOA DR,10 TO 12,75.0,Improved,1980,342000.0,52 years 6 months
2016-02,KALLANG/WHAMPOA,3 ROOM,50,DORSET RD,10 TO 12,68.0,New Generation,1979,385000.0,51 years 6 months
2016-02,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,10 TO 12,68.0,Improved,1972,385000.0,44 years 6 months
2016-02,KALLANG/WHAMPOA,3 ROOM,463,CRAWFORD LANE,16 TO 18,60.0,Improved,1982,390000.0,54 years 6 months
2016-02,KALLANG/WHAMPOA,3 ROOM,123,MCNAIR RD,13 TO 15,64.0,Simplified,1987,392000.0,59 years 6 months
2016-02,KALLANG/WHAMPOA,3 ROOM,685,RACE COURSE RD,07 TO 09,63.0,Simplified,1986,392000.0,58 years 6 months
2016-02,KALLANG/WHAMPOA,3 ROOM,15,FARRER PK RD,01 TO 03,62.0,Model A,2004,396000.0,76 years 6 months
2016-02,KALLANG/WHAMPOA,3 ROOM,107,TOWNER RD,04 TO 06,74.0,Model A,1983,400000.0,55 years 6 months
2016-02,KALLANG/WHAMPOA,3 ROOM,15,FARRER PK RD,28 TO 30,62.0,Model A,2004,450000.0,76 years 6 months
2016-02,KALLANG/WHAMPOA,3 ROOM,7,BOON KENG RD,04 TO 06,69.0,DBSS,2011,590000.0,83 years 6 months
2016-02,KALLANG/WHAMPOA,3 ROOM,9,BOON KENG RD,04 TO 06,69.0,DBSS,2011,600000.0,83 years 6 months
2016-02,KALLANG/WHAMPOA,4 ROOM,84,WHAMPOA DR,19 TO 21,91.0,Improved,1974,435000.0,46 years 6 months
2016-02,KALLANG/WHAMPOA,4 ROOM,101,WHAMPOA DR,19 TO 21,91.0,Improved,1974,440000.0,46 years 6 months
2016-02,KALLANG/WHAMPOA,4 ROOM,124,MCNAIR RD,07 TO 09,84.0,Simplified,1987,465000.0,59 years 6 months
2016-02,KALLANG/WHAMPOA,4 ROOM,16,JLN TENTERAM,10 TO 12,85.0,Model A,2002,475000.0,74 years 6 months
2016-02,KALLANG/WHAMPOA,4 ROOM,111,WHAMPOA RD,07 TO 09,102.0,Model A,1997,558000.0,69 years 6 months
2016-02,KALLANG/WHAMPOA,4 ROOM,682,RACE COURSE RD,07 TO 09,103.0,Model A,1986,568000.0,58 years 6 months
2016-02,KALLANG/WHAMPOA,4 ROOM,110,WHAMPOA RD,10 TO 12,102.0,Model A,1997,570000.0,69 years 6 months
2016-02,KALLANG/WHAMPOA,4 ROOM,112,WHAMPOA RD,07 TO 09,107.0,Model A,1994,570000.0,66 years 6 months
2016-02,KALLANG/WHAMPOA,4 ROOM,38B,BENDEMEER RD,10 TO 12,92.0,Model A,2012,668000.0,84 years 6 months
2016-02,KALLANG/WHAMPOA,4 ROOM,3C,UPP BOON KENG RD,19 TO 21,90.0,Model A,2006,680000.0,78 years 6 months
2016-02,KALLANG/WHAMPOA,4 ROOM,9,BOON KENG RD,37 TO 39,95.0,DBSS,2011,880000.0,83 years 6 months
2016-02,KALLANG/WHAMPOA,5 ROOM,103,AH HOOD RD,19 TO 21,118.0,Improved,1981,620000.0,53 years 6 months
2016-02,KALLANG/WHAMPOA,5 ROOM,53,GEYLANG BAHRU,22 TO 24,117.0,Standard,1974,628000.0,46 years 6 months
2016-02,KALLANG/WHAMPOA,5 ROOM,104,JLN RAJAH,13 TO 15,135.0,Model A,1984,730000.0,56 years 6 months
2016-02,KALLANG/WHAMPOA,5 ROOM,813,JELLICOE RD,04 TO 06,110.0,Improved,2003,800000.0,75 years 6 months
2016-02,KALLANG/WHAMPOA,5 ROOM,8,BOON KENG RD,16 TO 18,109.0,DBSS,2011,850000.0,83 years 6 months
2016-02,KALLANG/WHAMPOA,5 ROOM,9,BOON KENG RD,19 TO 21,117.0,DBSS,2011,928000.0,83 years 6 months
2016-03,KALLANG/WHAMPOA,3 ROOM,43,BENDEMEER RD,04 TO 06,63.0,Standard,1981,295000.0,53 years 6 months
2016-03,KALLANG/WHAMPOA,3 ROOM,4,JLN BATU,01 TO 03,60.0,Standard,1969,300000.0,41 years 6 months
2016-03,KALLANG/WHAMPOA,3 ROOM,97,WHAMPOA DR,07 TO 09,66.0,Improved,1980,303000.0,52 years 6 months
2016-03,KALLANG/WHAMPOA,3 ROOM,74,WHAMPOA DR,13 TO 15,66.0,Improved,1981,310000.0,53 years 6 months
2016-03,KALLANG/WHAMPOA,3 ROOM,97,WHAMPOA DR,07 TO 09,75.0,Improved,1980,311888.0,52 years 6 months
2016-03,KALLANG/WHAMPOA,3 ROOM,68,GEYLANG BAHRU,01 TO 03,65.0,Improved,1974,315000.0,46 years 6 months
2016-03,KALLANG/WHAMPOA,3 ROOM,85,WHAMPOA DR,10 TO 12,65.0,Improved,1974,315000.0,46 years 6 months
2016-03,KALLANG/WHAMPOA,3 ROOM,57,GEYLANG BAHRU,07 TO 09,65.0,Improved,1974,325000.0,46 years 6 months
2016-03,KALLANG/WHAMPOA,3 ROOM,8,ST. GEORGE'S LANE,07 TO 09,68.0,New Generation,1982,340000.0,54 years 6 months
2016-03,KALLANG/WHAMPOA,3 ROOM,1,BEACH RD,07 TO 09,68.0,Improved,1979,350000.0,51 years 6 months
2016-03,KALLANG/WHAMPOA,3 ROOM,801,FRENCH RD,10 TO 12,59.0,Improved,1979,367000.0,51 years 6 months
2016-03,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,01 TO 03,68.0,Improved,1972,367000.0,44 years 6 months
2016-03,KALLANG/WHAMPOA,3 ROOM,462,CRAWFORD LANE,07 TO 09,60.0,Improved,1981,370000.0,53 years 6 months
2016-03,KALLANG/WHAMPOA,3 ROOM,28,BENDEMEER RD,01 TO 03,71.0,Improved,1972,370000.0,44 years 6 months
2016-03,KALLANG/WHAMPOA,3 ROOM,12,FARRER PK RD,19 TO 21,62.0,Model A,2004,460000.0,76 years 6 months
2016-03,KALLANG/WHAMPOA,3 ROOM,5A,UPP BOON KENG RD,04 TO 06,67.0,Model A,2012,470000.0,84 years 6 months
2016-03,KALLANG/WHAMPOA,3 ROOM,38D,BENDEMEER RD,04 TO 06,69.0,Model A,2012,490000.0,84 years 6 months
2016-03,KALLANG/WHAMPOA,3 ROOM,8,BOON KENG RD,10 TO 12,70.0,DBSS,2011,614000.0,83 years 6 months
2016-03,KALLANG/WHAMPOA,3 ROOM,8,BOON KENG RD,07 TO 09,70.0,DBSS,2011,640000.0,83 years 6 months
2016-03,KALLANG/WHAMPOA,4 ROOM,83,WHAMPOA DR,01 TO 03,91.0,Improved,1974,400000.0,46 years 6 months
2016-03,KALLANG/WHAMPOA,4 ROOM,1,ST. GEORGE'S RD,07 TO 09,82.0,Improved,1976,420888.0,48 years 6 months
2016-03,KALLANG/WHAMPOA,4 ROOM,111,WHAMPOA RD,01 TO 03,102.0,Model A,1997,530000.0,69 years 6 months
2016-03,KALLANG/WHAMPOA,4 ROOM,2D,UPP BOON KENG RD,01 TO 03,90.0,Model A,2006,540000.0,78 years 6 months
2016-03,KALLANG/WHAMPOA,4 ROOM,15,FARRER PK RD,19 TO 21,75.0,Model A,2004,560000.0,76 years 6 months
2016-03,KALLANG/WHAMPOA,4 ROOM,683,TESSENSOHN RD,07 TO 09,103.0,Model A,1986,560000.0,58 years 6 months
2016-03,KALLANG/WHAMPOA,4 ROOM,43,CAMBRIDGE RD,04 TO 06,91.0,New Generation,1982,570000.0,54 years 6 months
2016-03,KALLANG/WHAMPOA,4 ROOM,5,BOON KENG RD,01 TO 03,108.0,Model A,1996,590000.0,68 years 6 months
2016-03,KALLANG/WHAMPOA,4 ROOM,108,MCNAIR RD,13 TO 15,104.0,Model A,1987,590000.0,59 years 6 months
2016-03,KALLANG/WHAMPOA,4 ROOM,2A,UPP BOON KENG RD,16 TO 18,90.0,Model A,2006,600000.0,78 years 6 months
2016-03,KALLANG/WHAMPOA,4 ROOM,14,UPP BOON KENG RD,13 TO 15,101.0,Model A,1999,615000.0,71 years 6 months
2016-03,KALLANG/WHAMPOA,4 ROOM,813,JELLICOE RD,07 TO 09,91.0,Model A,2003,695000.0,75 years 6 months
2016-03,KALLANG/WHAMPOA,4 ROOM,38B,BENDEMEER RD,19 TO 21,89.0,Model A,2012,702000.0,84 years 6 months
2016-03,KALLANG/WHAMPOA,4 ROOM,3B,UPP BOON KENG RD,19 TO 21,90.0,Model A,2006,730000.0,78 years 6 months
2016-03,KALLANG/WHAMPOA,4 ROOM,8,BOON KENG RD,19 TO 21,95.0,DBSS,2011,760000.0,83 years 6 months
2016-03,KALLANG/WHAMPOA,4 ROOM,8,BOON KENG RD,25 TO 27,95.0,DBSS,2011,780000.0,83 years 6 months
2016-03,KALLANG/WHAMPOA,5 ROOM,60,GEYLANG BAHRU,04 TO 06,122.0,Improved,1999,615000.0,71 years 6 months
2016-03,KALLANG/WHAMPOA,5 ROOM,115,WHAMPOA RD,04 TO 06,131.0,Model A,1994,631000.0,66 years 6 months
2016-03,KALLANG/WHAMPOA,5 ROOM,122,MCNAIR RD,13 TO 15,130.0,Improved,1987,700000.0,59 years 6 months
2016-03,KALLANG/WHAMPOA,5 ROOM,2B,UPP BOON KENG RD,10 TO 12,110.0,Improved,2006,800000.0,78 years 6 months
2016-03,KALLANG/WHAMPOA,5 ROOM,7,BOON KENG RD,10 TO 12,107.0,DBSS,2011,833000.0,83 years 6 months
2016-03,KALLANG/WHAMPOA,5 ROOM,8,BOON KENG RD,16 TO 18,107.0,DBSS,2011,855000.0,83 years 6 months
2016-03,KALLANG/WHAMPOA,5 ROOM,9,BOON KENG RD,34 TO 36,117.0,DBSS,2011,988000.0,83 years 6 months
2016-03,KALLANG/WHAMPOA,5 ROOM,8,BOON KENG RD,40 TO 42,119.0,DBSS,2011,1004888.0,83 years 6 months
2016-04,KALLANG/WHAMPOA,2 ROOM,7,JLN BATU,01 TO 03,48.0,Standard,1970,275000.0,42 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,77,LOR LIMAU,04 TO 06,59.0,Improved,1973,278000.0,45 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,77,LOR LIMAU,07 TO 09,59.0,Improved,1973,280000.0,45 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,77,LOR LIMAU,07 TO 09,59.0,Improved,1973,288000.0,45 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,44,BENDEMEER RD,07 TO 09,63.0,Standard,1981,290000.0,53 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,76,LOR LIMAU,01 TO 03,65.0,Improved,1973,300000.0,45 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,82,WHAMPOA DR,04 TO 06,66.0,Improved,1974,300000.0,46 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,684,RACE COURSE RD,01 TO 03,63.0,Simplified,1986,310000.0,58 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,64,KALLANG BAHRU,10 TO 12,65.0,Improved,1974,320000.0,46 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,20,ST. GEORGE'S RD,01 TO 03,67.0,New Generation,1984,320000.0,56 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,2,JLN BATU,07 TO 09,60.0,Standard,1969,325000.0,41 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,57,GEYLANG BAHRU,16 TO 18,65.0,Improved,1974,330000.0,46 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,57,GEYLANG BAHRU,16 TO 18,65.0,Improved,1974,345888.0,46 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,68,GEYLANG BAHRU,07 TO 09,65.0,Improved,1974,350000.0,46 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,801,FRENCH RD,07 TO 09,59.0,Improved,1979,365000.0,51 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,5,ST. GEORGE'S LANE,10 TO 12,68.0,New Generation,1981,365000.0,53 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,10 TO 12,68.0,Improved,1972,368000.0,44 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,43,BENDEMEER RD,04 TO 06,75.0,Standard,1981,370000.0,53 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,10 TO 12,68.0,Improved,1972,372000.0,44 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,124,MCNAIR RD,07 TO 09,64.0,Simplified,1987,377000.0,59 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,26,BENDEMEER RD,19 TO 21,71.0,Improved,1972,415000.0,44 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,105,TOWNER RD,10 TO 12,74.0,Model A,1984,420800.0,56 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,28,BENDEMEER RD,13 TO 15,71.0,Improved,1972,423800.0,44 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,38D,BENDEMEER RD,19 TO 21,69.0,Model A,2012,491000.0,84 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,38B,BENDEMEER RD,22 TO 24,69.0,Model A,2012,528000.0,84 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,12,KG ARANG RD,10 TO 12,103.0,New Generation,1982,560000.0,54 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,9,BOON KENG RD,01 TO 03,69.0,DBSS,2011,608000.0,83 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,7,BOON KENG RD,10 TO 12,70.0,DBSS,2011,615000.0,83 years 6 months
2016-04,KALLANG/WHAMPOA,3 ROOM,9,BOON KENG RD,07 TO 09,70.0,DBSS,2011,615000.0,83 years 6 months
2016-04,KALLANG/WHAMPOA,4 ROOM,107,JLN RAJAH,01 TO 03,103.0,Model A,1984,445000.0,56 years 6 months
2016-04,KALLANG/WHAMPOA,4 ROOM,51,KENT RD,01 TO 03,91.0,New Generation,1982,450000.0,54 years 6 months
2016-04,KALLANG/WHAMPOA,4 ROOM,15,BEACH RD,16 TO 18,77.0,Improved,1975,495000.0,47 years 6 months
2016-04,KALLANG/WHAMPOA,4 ROOM,122,MCNAIR RD,01 TO 03,104.0,Model A,1987,495000.0,59 years 6 months
2016-04,KALLANG/WHAMPOA,4 ROOM,17,BEACH RD,16 TO 18,77.0,Improved,1975,505000.0,47 years 6 months
2016-04,KALLANG/WHAMPOA,4 ROOM,42,CAMBRIDGE RD,07 TO 09,91.0,New Generation,1982,508000.0,54 years 6 months
2016-04,KALLANG/WHAMPOA,4 ROOM,101,JLN RAJAH,07 TO 09,94.0,New Generation,1980,511000.0,52 years 6 months
2016-04,KALLANG/WHAMPOA,4 ROOM,10,JLN BATU,01 TO 03,105.0,New Generation,1986,530000.0,58 years 6 months
2016-04,KALLANG/WHAMPOA,4 ROOM,109,WHAMPOA RD,13 TO 15,103.0,Model A,1997,575000.0,69 years 6 months
2016-04,KALLANG/WHAMPOA,4 ROOM,106,TOWNER RD,04 TO 06,109.0,Model A,1983,605000.0,55 years 6 months
