month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,remaining_lease
2012-01,KALLANG/WHAMPOA,3 ROOM,3,BEACH RD,07 TO 09,68.0,Improved,1979,393000.0,51 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,73,GEYLANG BAHRU,10 TO 12,59.0,Improved,1974,310000.0,46 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,57,GEYLANG BAHRU,16 TO 18,65.0,Improved,1974,350000.0,46 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,63,KALLANG BAHRU,10 TO 12,65.0,Improved,1974,345000.0,46 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,63,KALLANG BAHRU,04 TO 06,65.0,Improved,1974,315000.0,46 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,63,KALLANG BAHRU,01 TO 03,65.0,Improved,1974,311777.0,46 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,65,KALLANG BAHRU,07 TO 09,65.0,Improved,1981,350000.0,53 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,65,KALLANG BAHRU,10 TO 12,65.0,Improved,1981,340000.0,53 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,77,LOR LIMAU,13 TO 15,59.0,Improved,1973,316000.0,45 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,11,UPP BOON KENG RD,04 TO 06,65.0,Improved,1974,375000.0,46 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,82,WHAMPOA DR,04 TO 06,66.0,Improved,1974,300000.0,46 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,98,WHAMPOA DR,07 TO 09,65.0,Improved,1974,318000.0,46 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,98,WHAMPOA DR,16 TO 18,65.0,Improved,1974,328800.0,46 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,10 TO 12,68.0,Improved,1972,401000.0,44 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,107,TOWNER RD,04 TO 06,74.0,Model A,1983,425000.0,55 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,50,DORSET RD,01 TO 03,68.0,New Generation,1979,370000.0,51 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,10,GLOUCESTER RD,07 TO 09,67.0,New Generation,1976,390000.0,48 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,5,ST. GEORGE'S LANE,10 TO 12,68.0,New Generation,1981,341000.0,53 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,8,ST. GEORGE'S LANE,07 TO 09,68.0,New Generation,1982,380000.0,54 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,28,JLN BAHAGIA,07 TO 09,56.0,Standard,1971,293000.0,43 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,4,JLN BATU,01 TO 03,60.0,Standard,1969,305000.0,41 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,2,JLN BATU,01 TO 03,60.0,Standard,1969,338000.0,41 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,57,JLN MA'MOR,01 TO 03,128.0,Terrace,1972,830888.0,44 years 6 months
2012-01,KALLANG/WHAMPOA,3 ROOM,59,JLN MA'MOR,01 TO 03,79.0,Terrace,1972,705000.0,44 years 6 months
2012-01,KALLANG/WHAMPOA,4 ROOM,1,ST. GEORGE'S RD,10 TO 12,82.0,Improved,1976,430000.0,48 years 6 months
2012-01,KALLANG/WHAMPOA,4 ROOM,96,WHAMPOA DR,10 TO 12,91.0,Improved,1974,460000.0,46 years 6 months
2012-01,KALLANG/WHAMPOA,4 ROOM,59A,GEYLANG BAHRU,16 TO 18,100.0,Model A,1998,565000.0,70 years 6 months
2012-01,KALLANG/WHAMPOA,4 ROOM,108C,MCNAIR RD,07 TO 09,86.0,Model A,2005,585000.0,77 years 6 months
2012-01,KALLANG/WHAMPOA,4 ROOM,105,TOWNER RD,10 TO 12,106.0,Model A,1984,620000.0,56 years 6 months
2012-01,KALLANG/WHAMPOA,4 ROOM,13,UPP BOON KENG RD,07 TO 09,101.0,Model A,1999,540000.0,71 years 6 months
2012-01,KALLANG/WHAMPOA,4 ROOM,2A,UPP BOON KENG RD,04 TO 06,85.0,Model A,2006,626000.0,78 years 6 months
2012-01,KALLANG/WHAMPOA,4 ROOM,94,GEYLANG BAHRU,13 TO 15,92.0,New Generation,1979,442000.0,51 years 6 months
2012-01,KALLANG/WHAMPOA,4 ROOM,123,MCNAIR RD,10 TO 12,83.0,Simplified,1987,490000.0,59 years 6 months
2012-01,KALLANG/WHAMPOA,5 ROOM,40,CAMBRIDGE RD,04 TO 06,120.0,Improved,1997,660000.0,69 years 6 months
2012-01,KALLANG/WHAMPOA,5 ROOM,17,JLN TENTERAM,19 TO 21,105.0,Improved,2001,618000.0,73 years 6 months
2012-01,KALLANG/WHAMPOA,5 ROOM,16,JLN TENTERAM,10 TO 12,105.0,Improved,2002,595000.0,74 years 6 months
2012-01,KALLANG/WHAMPOA,5 ROOM,104,JLN RAJAH,22 TO 24,135.0,Model A,1984,710000.0,56 years 6 months
2012-01,KALLANG/WHAMPOA,5 ROOM,114,WHAMPOA RD,07 TO 09,131.0,Model A,1995,648888.0,67 years 6 months
2012-01,KALLANG/WHAMPOA,5 ROOM,461,CRAWFORD LANE,16 TO 18,122.0,Standard,1981,695000.0,53 years 6 months
2012-01,KALLANG/WHAMPOA,EXECUTIVE,46,BENDEMEER RD,16 TO 18,146.0,Apartment,1994,860000.0,66 years 6 months
2012-01,KALLANG/WHAMPOA,EXECUTIVE,110,MCNAIR RD,04 TO 06,144.0,Maisonette,1987,720000.0,59 years 6 months
2012-02,KALLANG/WHAMPOA,3 ROOM,3,BEACH RD,10 TO 12,68.0,Improved,1979,345000.0,51 years 6 months
2012-02,KALLANG/WHAMPOA,3 ROOM,23,BENDEMEER RD,01 TO 03,68.0,Improved,1972,373000.0,44 years 6 months
2012-02,KALLANG/WHAMPOA,3 ROOM,462,CRAWFORD LANE,07 TO 09,60.0,Improved,1981,393000.0,53 years 6 months
2012-02,KALLANG/WHAMPOA,3 ROOM,57,GEYLANG BAHRU,13 TO 15,65.0,Improved,1974,345000.0,46 years 6 months
2012-02,KALLANG/WHAMPOA,3 ROOM,64,KALLANG BAHRU,01 TO 03,65.0,Improved,1974,313000.0,46 years 6 months
2012-02,KALLANG/WHAMPOA,3 ROOM,66,KALLANG BAHRU,04 TO 06,65.0,Improved,1974,319000.0,46 years 6 months
2012-02,KALLANG/WHAMPOA,3 ROOM,804,KING GEORGE'S AVE,10 TO 12,68.0,Improved,1981,380000.0,53 years 6 months
2012-02,KALLANG/WHAMPOA,3 ROOM,76,LOR LIMAU,10 TO 12,65.0,Improved,1973,310000.0,45 years 6 months
2012-02,KALLANG/WHAMPOA,3 ROOM,75,WHAMPOA DR,13 TO 15,65.0,Improved,1974,319000.0,46 years 6 months
2012-02,KALLANG/WHAMPOA,3 ROOM,93,WHAMPOA DR,01 TO 03,65.0,Improved,1974,317000.0,46 years 6 months
2012-02,KALLANG/WHAMPOA,3 ROOM,98,WHAMPOA DR,07 TO 09,65.0,Improved,1974,325000.0,46 years 6 months
2012-02,KALLANG/WHAMPOA,3 ROOM,15,FARRER PK RD,16 TO 18,62.0,Model A,2004,461888.0,76 years 6 months
2012-02,KALLANG/WHAMPOA,3 ROOM,107,TOWNER RD,10 TO 12,74.0,Model A,1983,423000.0,55 years 6 months
2012-02,KALLANG/WHAMPOA,3 ROOM,107,TOWNER RD,04 TO 06,81.0,Model A,1983,425000.0,55 years 6 months
2012-02,KALLANG/WHAMPOA,3 ROOM,5,ST. GEORGE'S LANE,07 TO 09,68.0,New Generation,1981,381000.0,53 years 6 months
2012-02,KALLANG/WHAMPOA,3 ROOM,8,ST. GEORGE'S LANE,10 TO 12,68.0,New Generation,1982,380000.0,54 years 6 months
2012-02,KALLANG/WHAMPOA,3 ROOM,27,JLN BAHAGIA,01 TO 03,56.0,Standard,1970,280000.0,42 years 6 months
2012-02,KALLANG/WHAMPOA,3 ROOM,28,JLN BAHAGIA,04 TO 06,56.0,Standard,1971,284000.0,43 years 6 months
2012-02,KALLANG/WHAMPOA,3 ROOM,4,JLN BATU,10 TO 12,60.0,Standard,1969,350000.0,41 years 6 months
2012-02,KALLANG/WHAMPOA,3 ROOM,53,JLN MA'MOR,01 TO 03,108.0,Terrace,1972,800000.0,44 years 6 months
2012-02,KALLANG/WHAMPOA,4 ROOM,15,UPP BOON KENG RD,07 TO 09,88.0,Improved,1975,450000.0,47 years 6 months
2012-02,KALLANG/WHAMPOA,4 ROOM,15,UPP BOON KENG RD,10 TO 12,88.0,Improved,1975,485000.0,47 years 6 months
2012-02,KALLANG/WHAMPOA,4 ROOM,95,WHAMPOA DR,04 TO 06,91.0,Improved,1974,435000.0,46 years 6 months
2012-02,KALLANG/WHAMPOA,4 ROOM,83,WHAMPOA DR,19 TO 21,91.0,Improved,1974,458000.0,46 years 6 months
2012-02,KALLANG/WHAMPOA,4 ROOM,40,CAMBRIDGE RD,01 TO 03,102.0,Model A,1997,582000.0,69 years 6 months
2012-02,KALLANG/WHAMPOA,4 ROOM,815,JELLICOE RD,19 TO 21,90.0,Model A,2003,668000.0,75 years 6 months
2012-02,KALLANG/WHAMPOA,4 ROOM,684,RACE COURSE RD,07 TO 09,103.0,Model A,1986,548000.0,58 years 6 months
2012-02,KALLANG/WHAMPOA,4 ROOM,9,ST. GEORGE'S RD,10 TO 12,104.0,Model A,1985,570000.0,57 years 6 months
2012-02,KALLANG/WHAMPOA,4 ROOM,2C,UPP BOON KENG RD,01 TO 03,90.0,Model A,2006,580000.0,78 years 6 months
2012-02,KALLANG/WHAMPOA,4 ROOM,2D,UPP BOON KENG RD,19 TO 21,90.0,Model A,2006,688000.0,78 years 6 months
2012-02,KALLANG/WHAMPOA,4 ROOM,104,WHAMPOA DR,13 TO 15,101.0,Model A,1998,512000.0,70 years 6 months
2012-02,KALLANG/WHAMPOA,4 ROOM,52,KENT RD,10 TO 12,93.0,New Generation,1982,510000.0,54 years 6 months
2012-02,KALLANG/WHAMPOA,5 ROOM,85,WHAMPOA DR,04 TO 06,130.0,Adjoined flat,1974,587000.0,46 years 6 months
2012-02,KALLANG/WHAMPOA,5 ROOM,101,AH HOOD RD,10 TO 12,118.0,Improved,1981,615000.0,53 years 6 months
2012-02,KALLANG/WHAMPOA,5 ROOM,22,ST. GEORGE'S RD,13 TO 15,118.0,Improved,1984,680000.0,56 years 6 months
2012-02,KALLANG/WHAMPOA,5 ROOM,106,TOWNER RD,01 TO 03,140.0,Model A-Maisonette,1983,706000.0,55 years 6 months
2012-02,KALLANG/WHAMPOA,EXECUTIVE,48,BENDEMEER RD,13 TO 15,146.0,Apartment,1994,735000.0,66 years 6 months
2012-02,KALLANG/WHAMPOA,EXECUTIVE,110,MCNAIR RD,10 TO 12,140.0,Apartment,1987,735000.0,59 years 6 months
2012-02,KALLANG/WHAMPOA,EXECUTIVE,110,MCNAIR RD,01 TO 03,144.0,Maisonette,1987,665000.0,59 years 6 months
2015-01,KALLANG/WHAMPOA,3 ROOM,28,JLN BAHAGIA,01 TO 03,56.0,Standard,1971,265000.0,43 years 6 months
2015-01,KALLANG/WHAMPOA,3 ROOM,97,GEYLANG BAHRU,01 TO 03,68.0,New Generation,1979,310000.0,51 years 6 months
2015-01,KALLANG/WHAMPOA,3 ROOM,68,GEYLANG BAHRU,07 TO 09,65.0,Improved,1974,313000.0,46 years 6 months
2015-01,KALLANG/WHAMPOA,3 ROOM,57,GEYLANG BAHRU,16 TO 18,65.0,Improved,1974,315000.0,46 years 6 months
2015-01,KALLANG/WHAMPOA,3 ROOM,4,JLN BATU,04 TO 06,60.0,Standard,1969,320000.0,41 years 6 months
2015-01,KALLANG/WHAMPOA,3 ROOM,65,KALLANG BAHRU,10 TO 12,65.0,Improved,1981,325000.0,53 years 6 months
2015-01,KALLANG/WHAMPOA,3 ROOM,94,GEYLANG BAHRU,04 TO 06,68.0,New Generation,1979,360000.0,51 years 6 months
2015-01,KALLANG/WHAMPOA,3 ROOM,11,UPP BOON KENG RD,10 TO 12,65.0,Improved,1974,360000.0,46 years 6 months
2015-01,KALLANG/WHAMPOA,3 ROOM,96,GEYLANG BAHRU,13 TO 15,68.0,New Generation,1979,361000.0,51 years 6 months
2015-01,KALLANG/WHAMPOA,3 ROOM,6,JLN BATU,04 TO 06,60.0,Standard,1969,370000.0,41 years 6 months
2015-01,KALLANG/WHAMPOA,3 ROOM,684,RACE COURSE RD,04 TO 06,63.0,Simplified,1986,370000.0,58 years 6 months
2015-01,KALLANG/WHAMPOA,3 ROOM,10,GLOUCESTER RD,04 TO 06,67.0,New Generation,1976,381000.0,48 years 6 months
2015-01,KALLANG/WHAMPOA,3 ROOM,1,BEACH RD,04 TO 06,74.0,Improved,1979,388000.0,51 years 6 months
2015-01,KALLANG/WHAMPOA,3 ROOM,10,GLOUCESTER RD,07 TO 09,67.0,New Generation,1976,415000.0,48 years 6 months
2015-01,KALLANG/WHAMPOA,3 ROOM,26,BENDEMEER RD,04 TO 06,71.0,Improved,1972,425000.0,44 years 6 months
2015-01,KALLANG/WHAMPOA,3 ROOM,44,JLN BAHAGIA,01 TO 03,85.0,Terrace,1972,760000.0,44 years 6 months
2015-01,KALLANG/WHAMPOA,4 ROOM,49,WHAMPOA STH,01 TO 03,87.0,Improved,1974,380000.0,46 years 6 months
2015-01,KALLANG/WHAMPOA,4 ROOM,95,WHAMPOA DR,01 TO 03,91.0,Improved,1974,398000.0,46 years 6 months
2015-01,KALLANG/WHAMPOA,4 ROOM,84,WHAMPOA DR,16 TO 18,91.0,Improved,1974,410000.0,46 years 6 months
2015-01,KALLANG/WHAMPOA,4 ROOM,15,ST. GEORGE'S RD,04 TO 06,91.0,New Generation,1985,440000.0,57 years 6 months
2015-01,KALLANG/WHAMPOA,4 ROOM,101,WHAMPOA DR,16 TO 18,91.0,Improved,1974,443000.0,46 years 6 months
2015-01,KALLANG/WHAMPOA,4 ROOM,106,JLN DUSUN,04 TO 06,94.0,New Generation,1981,465000.0,53 years 6 months
2015-01,KALLANG/WHAMPOA,4 ROOM,14,ST. GEORGE'S RD,01 TO 03,93.0,New Generation,1984,465000.0,56 years 6 months
2015-01,KALLANG/WHAMPOA,4 ROOM,17,JLN TENTERAM,07 TO 09,86.0,Model A,2001,472000.0,73 years 6 months
2015-01,KALLANG/WHAMPOA,4 ROOM,18,JLN TENTERAM,13 TO 15,90.0,Model A,2004,490000.0,76 years 6 months
2015-01,KALLANG/WHAMPOA,4 ROOM,4,BOON KENG RD,01 TO 03,106.0,Model A,1996,530000.0,68 years 6 months
2015-01,KALLANG/WHAMPOA,4 ROOM,681,RACE COURSE RD,04 TO 06,103.0,Model A,1986,533000.0,58 years 6 months
2015-01,KALLANG/WHAMPOA,4 ROOM,11,FARRER PK RD,01 TO 03,90.0,Model A,2004,558000.0,76 years 6 months
2015-01,KALLANG/WHAMPOA,4 ROOM,120,MCNAIR RD,13 TO 15,104.0,Model A,1987,575000.0,59 years 6 months
2015-01,KALLANG/WHAMPOA,4 ROOM,13,FARRER PK RD,07 TO 09,90.0,Model A,2004,620000.0,76 years 6 months
2015-01,KALLANG/WHAMPOA,4 ROOM,3C,UPP BOON KENG RD,10 TO 12,90.0,Model A,2006,648000.0,78 years 6 months
2015-01,KALLANG/WHAMPOA,4 ROOM,38D,BENDEMEER RD,10 TO 12,92.0,Model A,2012,650000.0,84 years 6 months
2015-01,KALLANG/WHAMPOA,4 ROOM,5A,UPP BOON KENG RD,25 TO 27,93.0,Model A,2012,675000.0,84 years 6 months
2015-01,KALLANG/WHAMPOA,4 ROOM,12,FARRER PK RD,22 TO 24,90.0,Model A,2004,680000.0,76 years 6 months
2015-01,KALLANG/WHAMPOA,5 ROOM,103,AH HOOD RD,22 TO 24,118.0,Improved,1981,681000.0,53 years 6 months
2015-01,KALLANG/WHAMPOA,5 ROOM,114,WHAMPOA RD,13 TO 15,135.0,Model A,1995,688000.0,67 years 6 months
2015-01,KALLANG/WHAMPOA,5 ROOM,101,AH HOOD RD,22 TO 24,118.0,Improved,1981,695000.0,53 years 6 months
2015-01,KALLANG/WHAMPOA,5 ROOM,461,CRAWFORD LANE,13 TO 15,122.0,Standard,1981,700000.0,53 years 6 months
2015-01,KALLANG/WHAMPOA,5 ROOM,58,GEYLANG BAHRU,19 TO 21,121.0,Improved,2000,730000.0,72 years 6 months
2015-01,KALLANG/WHAMPOA,5 ROOM,103,JLN RAJAH,10 TO 12,135.0,Model A,1984,760000.0,56 years 6 months
2015-01,KALLANG/WHAMPOA,EXECUTIVE,108,JLN RAJAH,01 TO 03,154.0,Maisonette,1984,737000.0,56 years 6 months
2015-02,KALLANG/WHAMPOA,2 ROOM,8,JLN BATU,07 TO 09,50.0,Standard,1970,275000.0,42 years 6 months
2015-02,KALLANG/WHAMPOA,3 ROOM,44,BENDEMEER RD,01 TO 03,63.0,Standard,1981,295000.0,53 years 6 months
2015-02,KALLANG/WHAMPOA,3 ROOM,86,WHAMPOA DR,04 TO 06,66.0,Improved,1974,295000.0,46 years 6 months
2015-02,KALLANG/WHAMPOA,3 ROOM,76,LOR LIMAU,07 TO 09,65.0,Improved,1973,305000.0,45 years 6 months
2015-02,KALLANG/WHAMPOA,3 ROOM,57,GEYLANG BAHRU,16 TO 18,65.0,Improved,1974,306000.0,46 years 6 months
2015-02,KALLANG/WHAMPOA,3 ROOM,68,GEYLANG BAHRU,04 TO 06,65.0,Improved,1974,330000.0,46 years 6 months
2015-02,KALLANG/WHAMPOA,3 ROOM,82,WHAMPOA DR,04 TO 06,66.0,Improved,1974,330000.0,46 years 6 months
2015-02,KALLANG/WHAMPOA,3 ROOM,57,GEYLANG BAHRU,16 TO 18,65.0,Improved,1974,338000.0,46 years 6 months
2015-02,KALLANG/WHAMPOA,3 ROOM,2,ST. GEORGE'S RD,10 TO 12,70.0,Improved,1976,340000.0,48 years 6 months
2015-02,KALLANG/WHAMPOA,3 ROOM,4,JLN BATU,07 TO 09,60.0,Standard,1969,345000.0,41 years 6 months
2015-02,KALLANG/WHAMPOA,3 ROOM,44,BENDEMEER RD,07 TO 09,75.0,Standard,1981,350000.0,53 years 6 months
2015-02,KALLANG/WHAMPOA,3 ROOM,23,ST. GEORGE'S RD,01 TO 03,82.0,New Generation,1984,383000.0,56 years 6 months
2015-02,KALLANG/WHAMPOA,3 ROOM,107,TOWNER RD,01 TO 03,74.0,Model A,1983,385000.0,55 years 6 months
2015-02,KALLANG/WHAMPOA,3 ROOM,468,NTH BRIDGE RD,10 TO 12,60.0,Improved,1979,390000.0,51 years 6 months
2015-02,KALLANG/WHAMPOA,3 ROOM,124,MCNAIR RD,10 TO 12,64.0,Simplified,1987,398000.0,59 years 6 months
2015-02,KALLANG/WHAMPOA,3 ROOM,5A,UPP BOON KENG RD,07 TO 09,67.0,Model A,2012,448000.0,84 years 6 months
2015-02,KALLANG/WHAMPOA,3 ROOM,28,BENDEMEER RD,22 TO 24,71.0,Improved,1972,450000.0,44 years 6 months
2015-02,KALLANG/WHAMPOA,3 ROOM,5A,UPP BOON KENG RD,10 TO 12,67.0,Model A,2012,465000.0,84 years 6 months
2015-02,KALLANG/WHAMPOA,3 ROOM,14,KG ARANG RD,01 TO 03,103.0,New Generation,1984,532000.0,56 years 6 months
2015-02,KALLANG/WHAMPOA,3 ROOM,55,JLN BAHAGIA,01 TO 03,104.0,Terrace,1972,875000.0,44 years 6 months
2015-02,KALLANG/WHAMPOA,4 ROOM,101,WHAMPOA DR,04 TO 06,91.0,Improved,1974,400000.0,46 years 6 months
2015-02,KALLANG/WHAMPOA,4 ROOM,17,JLN TENTERAM,01 TO 03,75.0,Model A,2001,430000.0,73 years 6 months
2015-02,KALLANG/WHAMPOA,4 ROOM,101,WHAMPOA DR,10 TO 12,91.0,Improved,1974,440000.0,46 years 6 months
2015-02,KALLANG/WHAMPOA,4 ROOM,18,ST. GEORGE'S RD,07 TO 09,91.0,New Generation,1984,488888.0,56 years 6 months
2015-02,KALLANG/WHAMPOA,4 ROOM,50,DORSET RD,04 TO 06,92.0,New Generation,1979,495000.0,51 years 6 months
2015-02,KALLANG/WHAMPOA,4 ROOM,5,BOON KENG RD,04 TO 06,108.0,Model A,1996,550000.0,68 years 6 months
2015-02,KALLANG/WHAMPOA,4 ROOM,2C,UPP BOON KENG RD,16 TO 18,90.0,Model A,2006,600000.0,78 years 6 months
2015-02,KALLANG/WHAMPOA,4 ROOM,14,KG ARANG RD,07 TO 09,135.0,New Generation,1984,670000.0,56 years 6 months
2015-02,KALLANG/WHAMPOA,5 ROOM,22,ST. GEORGE'S RD,01 TO 03,118.0,Improved,1984,590000.0,56 years 6 months
2015-02,KALLANG/WHAMPOA,5 ROOM,4C,ST. GEORGE'S LANE,07 TO 09,120.0,Improved,1996,688000.0,68 years 6 months
2015-02,KALLANG/WHAMPOA,5 ROOM,11,FARRER PK RD,04 TO 06,109.0,Improved,2004,710000.0,76 years 6 months
2015-02,KALLANG/WHAMPOA,EXECUTIVE,105,JLN RAJAH,01 TO 03,154.0,Maisonette,1984,710000.0,56 years 6 months
2015-03,KALLANG/WHAMPOA,3 ROOM,63,KALLANG BAHRU,04 TO 06,65.0,Improved,1974,270000.0,46 years 6 months
2015-03,KALLANG/WHAMPOA,3 ROOM,77,LOR LIMAU,16 TO 18,59.0,Improved,1973,285000.0,45 years 6 months
2015-03,KALLANG/WHAMPOA,3 ROOM,98,WHAMPOA DR,01 TO 03,65.0,Improved,1974,293000.0,46 years 6 months
2015-03,KALLANG/WHAMPOA,3 ROOM,98,WHAMPOA DR,07 TO 09,65.0,Improved,1974,302000.0,46 years 6 months
2015-03,KALLANG/WHAMPOA,3 ROOM,43,BENDEMEER RD,07 TO 09,63.0,Standard,1981,315000.0,53 years 6 months
2015-03,KALLANG/WHAMPOA,3 ROOM,68,GEYLANG BAHRU,16 TO 18,65.0,Improved,1974,340000.0,46 years 6 months
2015-03,KALLANG/WHAMPOA,3 ROOM,5,JLN BATU,01 TO 03,63.0,Standard,1969,342000.0,41 years 6 months
2015-03,KALLANG/WHAMPOA,3 ROOM,30,BENDEMEER RD,07 TO 09,68.0,Improved,1972,360000.0,44 years 6 months
2015-03,KALLANG/WHAMPOA,3 ROOM,1,KG KAYU RD,04 TO 06,62.0,Standard,1984,360000.0,56 years 6 months
2015-03,KALLANG/WHAMPOA,3 ROOM,8,ST. GEORGE'S LANE,04 TO 06,68.0,New Generation,1982,365000.0,54 years 6 months
2015-03,KALLANG/WHAMPOA,3 ROOM,6,ST. GEORGE'S LANE,10 TO 12,68.0,New Generation,1981,366000.0,53 years 6 months
2015-03,KALLANG/WHAMPOA,3 ROOM,467,NTH BRIDGE RD,04 TO 06,60.0,Improved,1978,385000.0,50 years 6 months
2015-03,KALLANG/WHAMPOA,3 ROOM,685,RACE COURSE RD,10 TO 12,63.0,Simplified,1986,385000.0,58 years 6 months
2015-03,KALLANG/WHAMPOA,3 ROOM,34,WHAMPOA WEST,04 TO 06,68.0,Improved,1972,390000.0,44 years 6 months
2015-03,KALLANG/WHAMPOA,3 ROOM,12,KG ARANG RD,01 TO 03,107.0,New Generation,1982,470000.0,54 years 6 months
2015-03,KALLANG/WHAMPOA,3 ROOM,5A,UPP BOON KENG RD,07 TO 09,67.0,Model A,2012,470000.0,84 years 6 months
2015-03,KALLANG/WHAMPOA,3 ROOM,62,JLN MA'MOR,01 TO 03,81.0,Terrace,1972,708000.0,44 years 6 months
2015-03,KALLANG/WHAMPOA,3 ROOM,53,JLN MA'MOR,01 TO 03,280.0,Terrace,1972,1060000.0,44 years 6 months
2015-03,KALLANG/WHAMPOA,4 ROOM,15,BEACH RD,04 TO 06,77.0,Improved,1975,410000.0,47 years 6 months
2015-03,KALLANG/WHAMPOA,4 ROOM,94,WHAMPOA DR,19 TO 21,91.0,Improved,1974,430000.0,46 years 6 months
2015-03,KALLANG/WHAMPOA,4 ROOM,17,ST. GEORGE'S RD,01 TO 03,98.0,New Generation,1984,460000.0,56 years 6 months
2015-03,KALLANG/WHAMPOA,4 ROOM,17,JLN TENTERAM,07 TO 09,86.0,Model A,2001,478888.0,73 years 6 months
2015-03,KALLANG/WHAMPOA,4 ROOM,15,UPP BOON KENG RD,13 TO 15,88.0,Improved,1975,505000.0,47 years 6 months
2015-03,KALLANG/WHAMPOA,4 ROOM,3D,UPP BOON KENG RD,13 TO 15,90.0,Model A,2006,600000.0,78 years 6 months
2015-03,KALLANG/WHAMPOA,4 ROOM,3D,UPP BOON KENG RD,04 TO 06,85.0,Model A,2006,618000.0,78 years 6 months
2015-03,KALLANG/WHAMPOA,4 ROOM,13,FARRER PK RD,25 TO 27,90.0,Model A,2004,638000.0,76 years 6 months
2015-03,KALLANG/WHAMPOA,4 ROOM,3B,UPP BOON KENG RD,16 TO 18,90.0,Model A,2006,658000.0,78 years 6 months
2015-03,KALLANG/WHAMPOA,4 ROOM,11,FARRER PK RD,25 TO 27,90.0,Model A,2004,670000.0,76 years 6 months
2015-03,KALLANG/WHAMPOA,4 ROOM,38A,BENDEMEER RD,10 TO 12,92.0,Model A,2012,680000.0,84 years 6 months
2015-03,KALLANG/WHAMPOA,5 ROOM,53,GEYLANG BAHRU,07 TO 09,117.0,Standard,1974,570000.0,46 years 6 months
2015-03,KALLANG/WHAMPOA,5 ROOM,21,ST. GEORGE'S RD,16 TO 18,118.0,Improved,1984,585000.0,56 years 6 months
2015-03,KALLANG/WHAMPOA,5 ROOM,39,CAMBRIDGE RD,01 TO 03,120.0,Improved,1997,605000.0,69 years 6 months
2015-03,KALLANG/WHAMPOA,5 ROOM,30,JLN BAHAGIA,13 TO 15,122.0,Improved,1987,606000.0,59 years 6 months
2015-03,KALLANG/WHAMPOA,5 ROOM,101,AH HOOD RD,01 TO 03,118.0,Improved,1981,620000.0,53 years 6 months
2015-03,KALLANG/WHAMPOA,5 ROOM,22,ST. GEORGE'S RD,04 TO 06,118.0,Improved,1984,620000.0,56 years 6 months
2015-03,KALLANG/WHAMPOA,5 ROOM,111,WHAMPOA RD,07 TO 09,121.0,Improved,1997,668000.0,69 years 6 months
2015-03,KALLANG/WHAMPOA,5 ROOM,3C,UPP BOON KENG RD,04 TO 06,110.0,Improved,2006,710000.0,78 years 6 months
2015-03,KALLANG/WHAMPOA,5 ROOM,3C,UPP BOON KENG RD,10 TO 12,110.0,Improved,2006,770000.0,78 years 6 months
2015-04,KALLANG/WHAMPOA,2 ROOM,9,JLN BATU,01 TO 03,49.0,Standard,1970,242000.0,42 years 6 months
2015-04,KALLANG/WHAMPOA,2 ROOM,9,JLN BATU,01 TO 03,48.0,Standard,1970,260000.0,42 years 6 months
2015-04,KALLANG/WHAMPOA,2 ROOM,8,JLN BATU,07 TO 09,50.0,Standard,1970,265000.0,42 years 6 months
2015-04,KALLANG/WHAMPOA,3 ROOM,4,JLN BATU,01 TO 03,60.0,Standard,1969,260000.0,41 years 6 months
2015-04,KALLANG/WHAMPOA,3 ROOM,75,WHAMPOA DR,07 TO 09,76.0,Improved,1974,290000.0,46 years 6 months
2015-04,KALLANG/WHAMPOA,3 ROOM,85,WHAMPOA DR,01 TO 03,65.0,Improved,1974,293000.0,46 years 6 months
2015-04,KALLANG/WHAMPOA,3 ROOM,47,BENDEMEER RD,04 TO 06,65.0,Improved,1974,299888.0,46 years 6 months
2015-04,KALLANG/WHAMPOA,3 ROOM,3,ST. GEORGE'S RD,10 TO 12,59.0,Improved,1976,305000.0,48 years 6 months
